INDEX	KEYVALUE	LABEL	RED	GREEN	BLUE	ALPHA	HEMISPHERE	NETWORK	NETWORKKEY	NETWORKSORTEDORDER
1	1	Visual1-04_L-Ctx	0	0	1	1	L	Visual1	1	1
2	2	Visual2-28_L-Ctx	0.392	0	1	1	L	Visual2	2	121
3	3	Visual2-29_L-Ctx	0.392	0	1	1	L	Visual2	2	142
4	4	Visual2-30_L-Ctx	0.392	0	1	1	L	Visual2	2	181
5	5	Visual2-31_L-Ctx	0.392	0	1	1	L	Visual2	2	301
6	6	Visual2-32_L-Ctx	0.392	0	1	1	L	Visual2	2	322
7	7	Visual2-33_L-Ctx	0.392	0	1	1	L	Visual2	2	361
8	8	Somatomotor-21_L-Ctx	0	1	1	1	L	Somatomotor	3	362
9	9	Somatomotor-22_L-Ctx	0	1	1	1	L	Somatomotor	3	363
10	10	Cingulo-Opercular-30_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	364
11	11	Dorsal-Attention-12_L-Ctx	0	1	0	1	L	Dorsal-Attention	5	365
12	12	Language-10_L-Ctx	0	0.608	0.608	1	L	Language	6	366
13	13	Visual2-34_L-Ctx	0.392	0	1	1	L	Visual2	2	367
14	14	Frontoparietal-29_L-Ctx	1	1	0	1	L	Frontoparietal	7	368
15	15	Frontoparietal-30_L-Ctx	1	1	0	1	L	Frontoparietal	7	369
16	16	Visual2-35_L-Ctx	0.392	0	1	1	L	Visual2	2	370
17	17	Visual2-36_L-Ctx	0.392	0	1	1	L	Visual2	2	371
18	18	Visual2-37_L-Ctx	0.392	0	1	1	L	Visual2	2	372
19	19	Visual2-38_L-Ctx	0.392	0	1	1	L	Visual2	2	373
20	20	Visual2-39_L-Ctx	0.392	0	1	1	L	Visual2	2	374
21	21	Visual2-40_L-Ctx	0.392	0	1	1	L	Visual2	2	375
22	22	Visual2-41_L-Ctx	0.392	0	1	1	L	Visual2	2	376
23	23	Visual2-42_L-Ctx	0.392	0	1	1	L	Visual2	2	377
24	24	Auditory-08_L-Ctx	0.98	0.243	0.984	1	L	Auditory	8	378
25	25	Language-11_L-Ctx	0	0.608	0.608	1	L	Language	6	379
26	26	Language-12_L-Ctx	0	0.608	0.608	1	L	Language	6	380
27	27	Posterior-Multimodal-05_L-Ctx	0.694	0.349	0.157	1	L	Posterior-Multimodal	10	381
28	28	Language-13_L-Ctx	0	0.608	0.608	1	L	Language	6	382
29	29	Frontoparietal-31_L-Ctx	1	1	0	1	L	Frontoparietal	7	383
30	30	Default-38_L-Ctx	1	0	0	1	L	Default	9	384
31	31	Default-39_L-Ctx	1	0	0	1	L	Default	9	385
32	32	Default-40_L-Ctx	1	0	0	1	L	Default	9	386
33	33	Default-41_L-Ctx	1	0	0	1	L	Default	9	387
34	34	Default-42_L-Ctx	1	0	0	1	L	Default	9	388
35	35	Default-43_L-Ctx	1	0	0	1	L	Default	9	389
36	36	Somatomotor-23_L-Ctx	0	1	1	1	L	Somatomotor	3	390
37	37	Cingulo-Opercular-31_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	391
38	38	Cingulo-Opercular-32_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	392
39	39	Somatomotor-24_L-Ctx	0	1	1	1	L	Somatomotor	3	393
40	40	Somatomotor-25_L-Ctx	0	1	1	1	L	Somatomotor	3	394
41	41	Somatomotor-26_L-Ctx	0	1	1	1	L	Somatomotor	3	395
42	42	Somatomotor-27_L-Ctx	0	1	1	1	L	Somatomotor	3	396
43	43	Cingulo-Opercular-33_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	397
44	44	Cingulo-Opercular-34_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	398
45	45	Cingulo-Opercular-35_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	399
46	46	Dorsal-Attention-13_L-Ctx	0	1	0	1	L	Dorsal-Attention	5	400
47	47	Somatomotor-28_L-Ctx	0	1	1	1	L	Somatomotor	3	401
48	48	Visual2-43_L-Ctx	0.392	0	1	1	L	Visual2	2	402
49	49	Visual2-44_L-Ctx	0.392	0	1	1	L	Visual2	2	403
50	50	Dorsal-Attention-14_L-Ctx	0	1	0	1	L	Dorsal-Attention	5	404
51	51	Somatomotor-29_L-Ctx	0	1	1	1	L	Somatomotor	3	405
52	52	Somatomotor-30_L-Ctx	0	1	1	1	L	Somatomotor	3	406
53	53	Somatomotor-31_L-Ctx	0	1	1	1	L	Somatomotor	3	407
54	54	Somatomotor-32_L-Ctx	0	1	1	1	L	Somatomotor	3	408
55	55	Somatomotor-33_L-Ctx	0	1	1	1	L	Somatomotor	3	409
56	56	Somatomotor-34_L-Ctx	0	1	1	1	L	Somatomotor	3	410
57	57	Cingulo-Opercular-36_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	411
58	58	Cingulo-Opercular-37_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	412
59	59	Cingulo-Opercular-38_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	413
60	60	Cingulo-Opercular-39_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	414
61	61	Default-44_L-Ctx	1	0	0	1	L	Default	9	415
62	62	Default-45_L-Ctx	1	0	0	1	L	Default	9	416
63	63	Frontoparietal-32_L-Ctx	1	1	0	1	L	Frontoparietal	7	417
64	64	Default-46_L-Ctx	1	0	0	1	L	Default	9	418
65	65	Default-47_L-Ctx	1	0	0	1	L	Default	9	419
66	66	Default-48_L-Ctx	1	0	0	1	L	Default	9	420
67	67	Default-49_L-Ctx	1	0	0	1	L	Default	9	421
68	68	Default-50_L-Ctx	1	0	0	1	L	Default	9	422
69	69	Default-51_L-Ctx	1	0	0	1	L	Default	9	423
70	70	Default-52_L-Ctx	1	0	0	1	L	Default	9	2
71	71	Default-53_L-Ctx	1	0	0	1	L	Default	9	3
72	72	Default-54_L-Ctx	1	0	0	1	L	Default	9	4
73	73	Frontoparietal-33_L-Ctx	1	1	0	1	L	Frontoparietal	7	5
74	74	Language-14_L-Ctx	0	0.608	0.608	1	L	Language	6	6
75	75	Language-15_L-Ctx	0	0.608	0.608	1	L	Language	6	7
76	76	Default-55_L-Ctx	1	0	0	1	L	Default	9	13
77	77	Frontoparietal-34_L-Ctx	1	1	0	1	L	Frontoparietal	7	16
78	78	Cingulo-Opercular-40_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	17
79	79	Language-16_L-Ctx	0	0.608	0.608	1	L	Language	6	18
80	80	Frontoparietal-35_L-Ctx	1	1	0	1	L	Frontoparietal	7	19
81	81	Language-17_L-Ctx	0	0.608	0.608	1	L	Language	6	20
82	82	Frontoparietal-36_L-Ctx	1	1	0	1	L	Frontoparietal	7	21
83	83	Frontoparietal-37_L-Ctx	1	1	0	1	L	Frontoparietal	7	22
84	84	Cingulo-Opercular-41_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	23
85	85	Frontoparietal-38_L-Ctx	1	1	0	1	L	Frontoparietal	7	48
86	86	Cingulo-Opercular-42_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	49
87	87	Default-56_L-Ctx	1	0	0	1	L	Default	9	138
88	88	Default-57_L-Ctx	1	0	0	1	L	Default	9	152
89	89	Frontoparietal-39_L-Ctx	1	1	0	1	L	Frontoparietal	7	153
90	90	Default-58_L-Ctx	1	0	0	1	L	Default	9	154
91	91	Frontoparietal-40_L-Ctx	1	1	0	1	L	Frontoparietal	7	156
92	92	Frontoparietal-41_L-Ctx	1	1	0	1	L	Frontoparietal	7	157
93	93	Default-59_L-Ctx	1	0	0	1	L	Default	9	158
94	94	Default-60_L-Ctx	1	0	0	1	L	Default	9	159
95	95	Dorsal-Attention-15_L-Ctx	0	1	0	1	L	Dorsal-Attention	5	160
96	96	Dorsal-Attention-16_L-Ctx	0	1	0	1	L	Dorsal-Attention	5	163
97	97	Frontoparietal-42_L-Ctx	1	1	0	1	L	Frontoparietal	7	182
98	98	Frontoparietal-43_L-Ctx	1	1	0	1	L	Frontoparietal	7	183
99	99	Cingulo-Opercular-43_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	184
100	100	Somatomotor-35_L-Ctx	0	1	1	1	L	Somatomotor	3	185
101	101	Somatomotor-36_L-Ctx	0	1	1	1	L	Somatomotor	3	186
102	102	Somatomotor-37_L-Ctx	0	1	1	1	L	Somatomotor	3	187
103	103	Auditory-09_L-Ctx	0.98	0.243	0.984	1	L	Auditory	8	193
104	104	Auditory-10_L-Ctx	0.98	0.243	0.984	1	L	Auditory	8	196
105	105	Cingulo-Opercular-44_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	197
106	106	Cingulo-Opercular-45_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	198
107	107	Auditory-11_L-Ctx	0.98	0.243	0.984	1	L	Auditory	8	199
108	108	Cingulo-Opercular-46_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	200
109	109	Cingulo-Opercular-47_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	201
110	110	Orbito-Affective-04_L-Ctx	0.255	0.49	0	0.659	L	Orbito-Affective	12	202
111	111	Frontoparietal-44_L-Ctx	1	1	0	1	L	Frontoparietal	7	203
112	112	Orbito-Affective-05_L-Ctx	0.255	0.49	0	0.659	L	Orbito-Affective	12	228
113	113	Cingulo-Opercular-48_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	229
114	114	Cingulo-Opercular-49_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	318
115	115	Somatomotor-38_L-Ctx	0	1	1	1	L	Somatomotor	3	332
116	116	Dorsal-Attention-17_L-Ctx	0	1	0	1	L	Dorsal-Attention	5	333
117	117	Dorsal-Attention-18_L-Ctx	0	1	0	1	L	Dorsal-Attention	5	334
118	118	Default-61_L-Ctx	1	0	0	1	L	Default	9	336
119	119	Default-62_L-Ctx	1	0	0	1	L	Default	9	337
120	120	Default-63_L-Ctx	1	0	0	1	L	Default	9	338
121	121	Visual1-05_L-Ctx	0	0	1	1	L	Visual1	1	339
122	122	Ventral-Multimodal-03_L-Ctx	1	0.616	0	1	L	Ventral-Multimodal	11	340
123	123	Language-18_L-Ctx	0	0.608	0.608	1	L	Language	6	343
124	124	Auditory-12_L-Ctx	0.98	0.243	0.984	1	L	Auditory	8	424
125	125	Language-19_L-Ctx	0	0.608	0.608	1	L	Language	6	425
126	126	Default-64_L-Ctx	1	0	0	1	L	Default	9	426
127	127	Dorsal-Attention-19_L-Ctx	0	1	0	1	L	Dorsal-Attention	5	427
128	128	Language-20_L-Ctx	0	0.608	0.608	1	L	Language	6	428
129	129	Language-21_L-Ctx	0	0.608	0.608	1	L	Language	6	429
130	130	Default-65_L-Ctx	1	0	0	1	L	Default	9	430
131	131	Default-66_L-Ctx	1	0	0	1	L	Default	9	431
132	132	Default-67_L-Ctx	1	0	0	1	L	Default	9	432
133	133	Frontoparietal-45_L-Ctx	1	1	0	1	L	Frontoparietal	7	433
134	134	Default-68_L-Ctx	1	0	0	1	L	Default	9	434
135	135	Ventral-Multimodal-04_L-Ctx	1	0.616	0	1	L	Ventral-Multimodal	11	435
136	136	Dorsal-Attention-20_L-Ctx	0	1	0	1	L	Dorsal-Attention	5	436
137	137	Dorsal-Attention-21_L-Ctx	0	1	0	1	L	Dorsal-Attention	5	437
138	138	Visual2-45_L-Ctx	0.392	0	1	1	L	Visual2	2	438
139	139	Language-22_L-Ctx	0	0.608	0.608	1	L	Language	6	439
140	140	Posterior-Multimodal-06_L-Ctx	0.694	0.349	0.157	1	L	Posterior-Multimodal	10	440
141	141	Posterior-Multimodal-07_L-Ctx	0.694	0.349	0.157	1	L	Posterior-Multimodal	10	441
142	142	Visual1-06_L-Ctx	0	0	1	1	L	Visual1	1	442
143	143	Dorsal-Attention-22_L-Ctx	0	1	0	1	L	Dorsal-Attention	5	443
144	144	Frontoparietal-46_L-Ctx	1	1	0	1	L	Frontoparietal	7	444
145	145	Frontoparietal-47_L-Ctx	1	1	0	1	L	Frontoparietal	7	445
146	146	Dorsal-Attention-23_L-Ctx	0	1	0	1	L	Dorsal-Attention	5	446
147	147	Cingulo-Opercular-50_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	447
148	148	Cingulo-Opercular-51_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	448
149	149	Frontoparietal-48_L-Ctx	1	1	0	1	L	Frontoparietal	7	449
150	150	Default-69_L-Ctx	1	0	0	1	L	Default	9	450
151	151	Default-70_L-Ctx	1	0	0	1	L	Default	9	451
152	152	Visual2-46_L-Ctx	0.392	0	1	1	L	Visual2	2	452
153	153	Visual2-47_L-Ctx	0.392	0	1	1	L	Visual2	2	8
154	154	Visual2-48_L-Ctx	0.392	0	1	1	L	Visual2	2	9
155	155	Default-71_L-Ctx	1	0	0	1	L	Default	9	36
156	156	Visual2-49_L-Ctx	0.392	0	1	1	L	Visual2	2	39
157	157	Visual2-50_L-Ctx	0.392	0	1	1	L	Visual2	2	40
158	158	Visual2-51_L-Ctx	0.392	0	1	1	L	Visual2	2	41
159	159	Visual2-52_L-Ctx	0.392	0	1	1	L	Visual2	2	42
160	160	Visual2-53_L-Ctx	0.392	0	1	1	L	Visual2	2	47
161	161	Default-72_L-Ctx	1	0	0	1	L	Default	9	51
162	162	Default-73_L-Ctx	1	0	0	1	L	Default	9	52
163	163	Visual2-54_L-Ctx	0.392	0	1	1	L	Visual2	2	53
164	164	Default-74_L-Ctx	1	0	0	1	L	Default	9	54
165	165	Default-75_L-Ctx	1	0	0	1	L	Default	9	55
166	166	Orbito-Affective-06_L-Ctx	0.255	0.49	0	0.659	L	Orbito-Affective	12	56
167	167	Cingulo-Opercular-52_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	100
168	168	Somatomotor-39_L-Ctx	0	1	1	1	L	Somatomotor	3	101
169	169	Cingulo-Opercular-53_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	102
170	170	Frontoparietal-49_L-Ctx	1	1	0	1	L	Frontoparietal	7	115
171	171	Frontoparietal-50_L-Ctx	1	1	0	1	L	Frontoparietal	7	168
172	172	Language-23_L-Ctx	0	0.608	0.608	1	L	Language	6	188
173	173	Auditory-13_L-Ctx	0.98	0.243	0.984	1	L	Auditory	8	189
174	174	Auditory-14_L-Ctx	0.98	0.243	0.984	1	L	Auditory	8	216
175	175	Auditory-15_L-Ctx	0.98	0.243	0.984	1	L	Auditory	8	219
176	176	Default-76_L-Ctx	1	0	0	1	L	Default	9	220
177	177	Default-77_L-Ctx	1	0	0	1	L	Default	9	221
178	178	Cingulo-Opercular-54_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	222
179	179	Cingulo-Opercular-55_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	227
180	180	Cingulo-Opercular-56_L-Ctx	0.6	0	0.6	1	L	Cingulo-Opercular	4	231
181	181	Visual1-01_R-Ctx	0	0	1	1	R	Visual1	1	232
182	182	Visual2-01_R-Ctx	0.392	0	1	1	R	Visual2	2	233
183	183	Visual2-02_R-Ctx	0.392	0	1	1	R	Visual2	2	234
184	184	Visual2-03_R-Ctx	0.392	0	1	1	R	Visual2	2	235
185	185	Visual2-04_R-Ctx	0.392	0	1	1	R	Visual2	2	236
186	186	Visual2-05_R-Ctx	0.392	0	1	1	R	Visual2	2	280
187	187	Visual2-06_R-Ctx	0.392	0	1	1	R	Visual2	2	281
188	188	Somatomotor-01_R-Ctx	0	1	1	1	R	Somatomotor	3	282
189	189	Somatomotor-02_R-Ctx	0	1	1	1	R	Somatomotor	3	284
190	190	Cingulo-Opercular-01_R-Ctx	0.6	0	0.6	1	R	Cingulo-Opercular	4	295
191	191	Cingulo-Opercular-02_R-Ctx	0.6	0	0.6	1	R	Cingulo-Opercular	4	348
192	192	Language-01_R-Ctx	0	0.608	0.608	1	R	Language	6	453
193	193	Visual2-07_R-Ctx	0.392	0	1	1	R	Visual2	2	454
194	194	Frontoparietal-01_R-Ctx	1	1	0	1	R	Frontoparietal	7	455
195	195	Frontoparietal-02_R-Ctx	1	1	0	1	R	Frontoparietal	7	456
196	196	Visual2-08_R-Ctx	0.392	0	1	1	R	Visual2	2	457
197	197	Visual2-09_R-Ctx	0.392	0	1	1	R	Visual2	2	458
198	198	Visual2-10_R-Ctx	0.392	0	1	1	R	Visual2	2	459
199	199	Visual2-11_R-Ctx	0.392	0	1	1	R	Visual2	2	460
200	200	Visual2-12_R-Ctx	0.392	0	1	1	R	Visual2	2	461
201	201	Visual2-13_R-Ctx	0.392	0	1	1	R	Visual2	2	462
202	202	Visual2-14_R-Ctx	0.392	0	1	1	R	Visual2	2	463
203	203	Visual2-15_R-Ctx	0.392	0	1	1	R	Visual2	2	464
204	204	Auditory-01_R-Ctx	0.98	0.243	0.984	1	R	Auditory	8	465
205	205	Cingulo-Opercular-03_R-Ctx	0.6	0	0.6	1	R	Cingulo-Opercular	4	466
206	206	Language-02_R-Ctx	0	0.608	0.608	1	R	Language	6	467
207	207	Posterior-Multimodal-01_R-Ctx	0.694	0.349	0.157	1	R	Posterior-Multimodal	10	468
208	208	Posterior-Multimodal-02_R-Ctx	0.694	0.349	0.157	1	R	Posterior-Multimodal	10	469
209	209	Frontoparietal-03_R-Ctx	1	1	0	1	R	Frontoparietal	7	470
210	210	Default-01_R-Ctx	1	0	0	1	R	Default	9	471
211	211	Default-02_R-Ctx	1	0	0	1	R	Default	9	472
212	212	Default-03_R-Ctx	1	0	0	1	R	Default	9	473
213	213	Default-04_R-Ctx	1	0	0	1	R	Default	9	474
